央视,#genre#
CCTV-1 综合,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV-2 财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV-3 综艺,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV-4 国际,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV-5 体育,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV-5+ 赛事,http://iptv.huuc.edu.cn/hls/cctv5phd.m3u8
CCTV-6 电影,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV-7 军事,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV-8 电视,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV-9 纪录,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8
CCTV-10 科教,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV-11 戏曲,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8
CCTV-12 社法,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV-13 新闻,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV-14 少儿,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8
卫视,#genre#
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8
东方卫视,http://iptv.huuc.edu.cn/hls/dfhd.m3u8
湖南卫视,http://iptv.huuc.edu.cn/hls/hunanhd.m3u8
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8
江苏卫视,http://iptv.huuc.edu.cn/hls/jshd.m3u8
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8
吉林卫视,http://iptv.huuc.edu.cn/hls/jltv.m3u8
辽宁卫视,http://iptv.huuc.edu.cn/hls/lnhd.m3u8
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8
天津卫视,http://iptv.huuc.edu.cn/hls/tjhd.m3u8
河北卫视,http://iptv.huuc.edu.cn/hls/hebhd.m3u8
河南卫视,http://iptv.huuc.edu.cn/hls/hntv.m3u8
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8
江西卫视,http://iptv.huuc.edu.cn/hls/jxhd.m3u8
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8
广西卫视,http://iptv.huuc.edu.cn/hls/gxtv.m3u8
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8
四川卫视,http://iptv.huuc.edu.cn/hls/schd.m3u8
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8
贵州卫视,http://iptv.huuc.edu.cn/hls/gztv.m3u8
云南卫视,http://iptv.huuc.edu.cn/hls/yntv.m3u8
宁夏卫视,http://iptv.huuc.edu.cn/hls/nxtv.m3u8
甘肃卫视,http://iptv.huuc.edu.cn/hls/gstv.m3u8
青海卫视,http://iptv.huuc.edu.cn/hls/qhtv.m3u8
陕西卫视,http://iptv.huuc.edu.cn/hls/sxtv.m3u8
山西卫视,http://iptv.huuc.edu.cn/hls/sxrtv.m3u8
新疆卫视,http://iptv.huuc.edu.cn/hls/xjtv.m3u8
西藏卫视,http://iptv.huuc.edu.cn/hls/xztv.m3u8
内蒙古卫视,http://iptv.huuc.edu.cn/hls/nmtv.m3u8
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
兵团卫视,http://iptv.huuc.edu.cn/hls/bttv.m3u8
厦门卫视,http://iptv.huuc.edu.cn/hls/xmtv.m3u8
港台,#genre#
凤凰卫视中文台,http://iptv.huuc.edu.cn/hls/fhzw.m3u8
凤凰卫视资讯台,http://iptv.huuc.edu.cn/hls/fhzx.m3u8
凤凰卫视电影台,http://iptv.huuc.edu.cn/hls/fhdy.m3u8
